Date,resid
2008-07-01,-0.039942813034871474
2008-07-02,-0.03680428325017029
2008-07-03,-0.040158497409297396
2008-07-07,-0.0372427909085473
2008-07-08,-0.03464291047863133
2008-07-09,-0.032534113036420904
2008-07-10,-0.030505912559536913
2008-07-11,-0.026662430043652905
2008-07-14,-0.023881736010255783
2008-07-15,-0.021444531588978192
2008-07-16,-0.01775601377735256
2008-07-17,-0.013387633156987433
2008-07-18,-0.00810135296937298
2008-07-21,-0.003253205548832419
2008-07-22,0.002310919542743692
2008-07-23,0.008033332457340316
2008-07-24,0.012891960204758562
2008-07-25,0.0187750495388466
2008-07-28,0.023727171692548867
2008-07-29,0.028996741806562417
2008-07-30,0.034150807008972696
2008-07-31,0.038364148708853726
2008-08-01,0.042380295545808785
2008-08-04,0.0467259970902554
2008-08-05,0.0514558891257548
2008-08-06,0.056693456918390374
2008-08-07,0.0607353997468534
2008-08-08,0.06495057635150683
2008-08-11,0.06972502584162864
2008-08-12,0.07366502534295252
2008-08-13,0.07778745026856335
2008-08-14,0.08152729286359178
2008-08-15,0.08457766717828337
2008-08-18,0.08726428184060178
2008-08-19,0.09015798788544171
2008-08-20,0.09277300110274729
2008-08-21,0.09580436640015229
2008-08-22,0.09913713051887622
2008-08-25,0.10173922541642293
2008-08-26,0.10430951689655589
2008-08-27,0.1067514581513879
2008-08-28,0.10934714333666828
2008-08-29,0.11239689004404632
2008-09-02,0.11471022011358928
2008-09-03,0.1168112507768798
2008-09-04,0.11791877386931963
2008-09-05,0.11969005117920636
2008-09-08,0.12145023236140731
2008-09-09,0.12198769793760796
2008-09-10,0.12316305164475483
2008-09-11,0.12443425255384111
2008-09-12,0.12661400443078644
2008-09-15,0.1258236189250201
2008-09-16,0.12542351443844219
2008-09-17,0.12489856910351717
2008-09-18,0.1253476485847806
2008-09-19,0.12833614783117375
2008-09-22,0.13153265259447589
2008-09-23,0.13431245717437862
2008-09-24,0.13731906432553184
2008-09-25,0.14066638723333796
2008-09-26,0.14391034488106724
2008-09-29,0.14464089414968972
2008-09-30,0.1476674156982828
2008-10-01,0.14984498829117204
2008-10-02,0.15082614100998396
2008-10-03,0.15150953048212493
2008-10-06,0.15068831802376137
2008-10-07,0.15008175328068768
2008-10-08,0.15085436234577362
2008-10-09,0.15277437061815258
2008-10-10,0.15548209709737518
2008-10-13,0.15997666997921978
2008-10-14,0.1643731061525501
2008-10-15,0.16746645806086738
2008-10-16,0.17085133895351623
2008-10-17,0.17387998157929627
2008-10-20,0.17587243036864056
2008-10-21,0.17688058608532403
2008-10-22,0.1768198522688599
2008-10-23,0.17789545509033383
2008-10-24,0.17890867324217447
2008-10-27,0.17995433762237178
2008-10-28,0.18261284519020543
2008-10-29,0.1853717603406635
2008-10-30,0.1890884664314105
2008-10-31,0.19285152141529385
2008-11-03,0.19594996760804492
2008-11-04,0.19742734560693168
2008-11-05,0.19868096004779048
2008-11-06,0.1998201739058965
2008-11-07,0.20186335619585546
2008-11-10,0.2037842138320269
2008-11-12,0.20478125417107187
2008-11-13,0.2077573728724011
2008-11-14,0.20949868159254953
2008-11-17,0.21060571515025692
2008-11-18,0.21069411812125033
2008-11-19,0.20899363505159524
2008-11-20,0.20424116370637493
2008-11-21,0.20156155970641307
2008-11-24,0.19985512299143735
2008-11-25,0.19625772268888672
2008-11-26,0.19156680904734932
2008-11-28,0.18625221446699203
2008-12-01,0.17885337380814492
2008-12-02,0.17098330687246657
2008-12-03,0.16309149419451344
2008-12-04,0.1542071128551659
2008-12-05,0.14692785109837833
2008-12-08,0.14001336334393086
2008-12-09,0.13225857387266135
2008-12-10,0.1250848279006971
2008-12-11,0.11724474383794876
2008-12-12,0.10920172419844962
2008-12-15,0.10072455528265684
2008-12-16,0.08972924537403545
2008-12-17,0.07811784142202204
2008-12-18,0.06561608729822255
2008-12-19,0.05353749761088716
2008-12-22,0.04193191515901578
2008-12-23,0.030496812269235358
2008-12-24,0.019347327296598528
2008-12-26,0.007877536380988655
2008-12-29,-0.003769949855537415
2008-12-30,-0.015675537929044452
2008-12-31,-0.025844985521118167
2009-01-02,-0.03432632076454101
2009-01-05,-0.04143850953583492
2009-01-06,-0.04868778592003434
2009-01-07,-0.0555774099622842
2009-01-08,-0.0627111658965039
2009-01-09,-0.07033710864178241
2009-01-12,-0.07880216698332557
